6.0;-0.3;0.0;1.1
5.0;-0.3;0.0;1.2
5.0;-0.3;0.0;1.2
5.0;-0.3;0.0;1.3
5.0;-0.3;0.0;1.1
5.0;-0.3;0.0;1.1
5.0;-0.3;0.0;1.3
5.0;-0.3;-0.0;1.0
5.0;-0.2;0.0;1.0
4.0;-0.3;0.0;1.3
5.0;-0.3;0.0;1.0
5.0;-0.3;0.0;1.1
6.0;-0.2;-0.0;1.0
5.0;-0.3;0.0;1.1
6.0;-0.2;0.0;1.0
6.0;-0.2;0.0;1.0
6.0;-0.3;0.0;1.0
5.0;-0.3;-0.0;1.0
6.0;-0.2;0.0;1.0
6.0;-0.1;0.0;1.0
7.0;0.0;0.0;0.9
6.0;0.2;0.0;1.0
6.0;0.3;0.0;1.0
6.0;0.3;-0.0;0.9
6.0;0.3;0.0;0.9
6.0;0.3;0.0;1.0
6.0;0.2;0.0;0.9
7.0;0.1;0.0;0.8
6.0;0.0;0.0;1.0
7.0;0.0;0.0;0.8
7.0;-0.1;0.0;0.8
5.0;-0.1;0.0;1.0
7.0;-0.1;0.0;0.8
7.0;-0.2;0.0;0.8
7.0;-0.2;0.0;0.8
7.0;-0.2;0.0;0.8
7.0;-0.2;0.0;0.8
8.0;-0.2;0.0;0.7
6.0;-0.2;0.0;0.9
8.0;-0.2;-0.0;0.7
8.0;-0.2;0.0;0.6
9.0;-0.2;-0.0;0.6
11.0;-0.2;0.0;0.5
10.0;-0.2;0.0;0.5
13.0;-0.2;-0.0;0.4
11.0;-0.2;0.0;0.5
16.0;-0.2;0.0;0.4
18.0;-0.2;0.0;0.3
25.0;-0.2;-0.0;0.2
20.0;-0.1;0.0;0.3
26.0;0.1;0.0;0.2
33.0;0.2;-0.0;0.1
37.0;-0.0;0.0;0.1
37.0;-0.1;0.0;0.1
77.0;0.1;-0.0;0.0
74.0;-0.1;0.0;0.0
80.0;0.1;0.0;-0.0
67.0;-0.1;0.0;0.0
